ID,,Timestamp,,Packet,AS7265X,,,,,,,,,,,,,,,,,,LightState,NDVIB,EVI,Threshold,NDVIB_W,EVI_W,PSND_W,
name,instance,date,time,Number,a,b,c,d,e,f,g,h,i,j,k,l,r,s,t,u,v,w,LightState,NDVIB,EVI,Threshold,NDVIB_W,EVI_W,PSND_W,
Device,1,2021/1/18,23:12:46,17,91,85,124,99,101,96,75,97,71,99,143,77,157,194,263,302,405,440,1,0.39,0.57,0.41,0.39,0.14,0.65,
Device,1,2021/1/18,23:12:48,18,91,85,124,99,101,96,76,97,71,99,143,77,157,195,263,303,406,441,1,0.40,0.56,0.41,0.39,0.14,0.65,
Device,1,2021/1/18,23:12:50,19,91,82,117,97,97,89,71,94,69,92,138,76,154,175,261,297,399,425,1,0.40,0.67,0.41,0.39,0.15,0.66,
Device,1,2021/1/18,23:12:52,20,91,85,124,99,101,96,75,96,71,98,143,77,156,194,263,302,405,440,1,0.39,0.57,0.41,0.39,0.14,0.65,
Device,1,2021/1/18,23:12:53,21,91,85,125,97,100,95,74,94,70,97,143,78,154,193,264,304,403,437,1,0.39,0.57,0.41,0.39,0.14,0.65,
Device,1,2021/1/18,23:12:55,22,83,78,119,90,91,86,65,87,62,86,147,78,138,169,248,315,399,417,1,0.41,0.69,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:12:57,23,83,78,118,89,90,86,65,87,62,85,146,77,137,168,245,313,397,415,1,0.41,0.70,0.41,0.41,0.16,0.67,
Device,1,2021/1/18,23:12:59,24,83,77,118,89,90,86,64,87,62,85,146,77,137,168,245,313,397,415,1,0.41,0.69,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:13:1,25,83,78,119,89,90,86,65,87,62,85,146,77,137,168,245,313,397,415,1,0.41,0.70,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:13:3,26,87,81,120,91,90,87,64,86,63,86,147,80,137,173,265,321,399,415,1,0.40,0.68,0.41,0.40,0.16,0.66,
Device,1,2021/1/18,23:13:5,27,93,85,117,97,98,94,73,95,71,96,141,79,154,181,272,308,405,441,1,0.41,0.66,0.41,0.40,0.15,0.65,
Device,1,2021/1/18,23:13:7,28,94,87,127,103,105,98,76,100,74,101,151,79,163,198,272,317,425,455,1,0.40,0.59,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:9,29,95,87,127,103,105,98,76,100,74,101,151,79,163,198,272,317,426,454,1,0.40,0.59,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:11,30,95,88,127,103,105,98,77,100,74,101,151,79,164,198,272,318,427,455,1,0.40,0.60,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:13,31,94,87,127,102,104,98,77,99,73,100,151,79,161,198,269,315,424,455,1,0.40,0.59,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:14,32,85,80,119,91,90,87,64,87,62,87,148,80,137,172,259,318,401,422,1,0.41,0.69,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:13:16,33,85,80,118,90,91,88,64,87,62,87,149,79,136,174,258,318,403,423,1,0.41,0.68,0.41,0.41,0.16,0.67,
Device,1,2021/1/18,23:13:18,34,85,80,118,90,91,88,64,86,62,87,149,79,136,174,258,317,403,423,1,0.41,0.68,0.41,0.41,0.16,0.67,
Device,1,2021/1/18,23:13:20,35,92,86,118,97,98,94,73,94,71,96,141,79,153,182,269,309,404,440,1,0.40,0.65,0.41,0.40,0.15,0.65,
Device,1,2021/1/18,23:13:22,36,94,87,127,102,104,98,76,99,73,100,149,79,163,198,271,316,423,452,1,0.40,0.59,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:24,37,94,87,127,102,104,98,76,99,73,100,149,78,163,198,271,315,423,452,1,0.40,0.59,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:26,38,91,81,117,98,98,87,70,92,70,89,140,75,153,179,255,290,402,422,1,0.40,0.64,0.41,0.39,0.15,0.66,
Device,1,2021/1/18,23:13:28,39,83,78,116,89,90,87,64,86,61,87,148,76,135,170,246,312,400,423,1,0.42,0.69,0.41,0.41,0.16,0.67,
Device,1,2021/1/18,23:13:30,40,84,79,118,90,90,86,64,86,62,85,146,78,136,169,253,314,396,416,1,0.41,0.69,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:13:32,41,83,78,118,90,89,86,64,86,62,85,146,78,136,169,252,314,395,416,1,0.41,0.68,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:13:34,42,82,77,115,89,90,87,64,86,61,87,146,75,133,171,245,308,399,423,1,0.42,0.67,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:13:35,43,82,77,114,88,89,86,63,85,60,87,145,74,132,171,243,306,398,421,1,0.42,0.67,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:13:37,44,81,76,115,89,91,88,64,86,61,89,144,73,133,174,240,303,405,427,1,0.42,0.66,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:13:39,45,91,84,116,95,96,91,71,92,70,94,137,77,150,175,264,300,394,430,1,0.40,0.67,0.41,0.40,0.15,0.65,
Device,1,2021/1/18,23:13:41,46,92,85,125,100,102,96,75,98,72,98,145,76,159,195,264,306,412,443,1,0.40,0.57,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:43,47,91,84,124,99,102,95,75,96,71,97,145,76,155,193,260,304,408,439,1,0.40,0.57,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:45,48,78,73,111,86,89,84,64,85,59,87,142,70,129,169,226,285,400,422,1,0.43,0.67,0.41,0.42,0.16,0.69,
Device,1,2021/1/18,23:13:47,49,78,73,110,86,89,84,64,85,57,86,136,70,128,170,226,281,404,423,1,0.43,0.67,0.41,0.42,0.17,0.69,
Device,1,2021/1/18,23:13:49,50,78,73,110,85,89,83,64,85,57,86,136,69,127,169,225,279,403,422,1,0.43,0.67,0.41,0.42,0.17,0.69,
Device,1,2021/1/18,23:13:51,51,78,72,110,85,88,83,64,84,57,86,135,69,127,169,224,278,402,422,1,0.43,0.66,0.41,0.42,0.17,0.70,
Device,1,2021/1/18,23:13:53,52,83,77,116,89,89,84,63,86,61,83,144,76,137,166,245,306,390,398,1,0.40,0.69,0.41,0.40,0.16,0.67,
Device,1,2021/1/18,23:13:54,53,93,86,123,101,102,97,76,99,71,99,144,76,162,194,266,308,407,444,1,0.40,0.57,0.41,0.39,0.14,0.65,
Device,1,2021/1/18,23:13:56,54,93,86,125,101,103,96,75,99,73,99,146,76,162,196,265,308,415,444,1,0.40,0.58,0.41,0.39,0.14,0.66,
Device,1,2021/1/18,23:13:58,55,82,76,116,89,89,84,63,85,62,83,141,75,137,163,241,303,380,397,1,0.40,0.69,0.41,0.39,0.16,0.67,
Device,1,2021/1/18,23:14:0,56,81,75,115,88,89,85,63,85,60,85,143,73,133,166,237,304,388,409,1,0.41,0.67,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:14:2,57,79,74,112,87,89,85,63,85,59,85,143,71,131,166,231,299,391,413,1,0.42,0.68,0.41,0.41,0.16,0.68,
Device,1,2021/1/18,23:14:4,58,79,73,111,86,88,85,63,84,58,85,143,70,130,166,229,297,391,413,1,0.42,0.67,0.41,0.42,0.16,0.69,
Device,1,2021/1/18,23:14:6,59,79,73,111,86,88,85,63,84,59,85,143,70,131,166,227,296,390,412,1,0.42,0.67,0.41,0.42,0.16,0.68,
Device,1,2021/1/18,23:14:8,60,76,71,108,84,86,82,61,81,57,83,139,68,124,162,220,288,382,403,1,0.42,0.67,0.41,0.42,0.16,0.69,
